r7_order	word	common_core	common_rank	common_combined_ppm	common_attested_both	cifu_rank	cifu_spoken_adult	cifu_reconstructed_jyutping	prior_audit_status	priority_action
1220	鯉	false				1856	11	false	missing	low_priority_review
1221	穩定	true	1833	24.390640	false	1857	11	false	missing	protect_common_frequency_candidate
1222	嚴重	true	1784	24.390640	false	1859	11	false	missing	protect_common_frequency_candidate
1223	屬於	false				1860	11	false	missing	low_priority_review
1224	聽到	false				1861	11	false	handled_structurally	atomic_retirement_candidate
1225	黐	true	1325	40.204958	true	1862	11	false	missing	protect_common_frequency_candidate
1226	顯示	true	1454	34.716312	true	1863	11	false	missing	protect_common_frequency_candidate
1227	一模一樣	true	1273	40.976877	true	1864	10	false	missing	protect_common_frequency_candidate
1228	一邊	true	1880	22.520992	true	1865	10	false	handled_structurally	protect_common_frequency_candidate
1229	九十度	false				1866	10	true	manual_review	low_priority_review
1230	人生	false				1867	10	false	handled_structurally	atomic_retirement_candidate
1231	十一點	true	1574	29.879286	true	1868	10	false	manual_review	protect_common_frequency_candidate
1232	上堂	true	1278	40.651067	false	1869	10	true	manual_review	protect_common_frequency_candidate
1233	下畫	false				1870	10	true	manual_review	low_priority_review
1234	山個	false				1871	10	true	manual_review	low_priority_review
1235	中國人	false				1872	10	false	handled_structurally	atomic_retirement_candidate
1236	五月	true	1599	28.455747	false	1873	10	false	handled_structurally	protect_common_frequency_candidate
1237	內心	false				1874	10	false	missing	low_priority_review
1238	反映	false				1875	10	false	missing	low_priority_review
1239	天堂	false				1876	10	false	missing	low_priority_review
1240	心態	false				1878	10	false	missing	low_priority_review
1241	文	false				1879	10	false	missing	low_priority_review
1242	止	true	1504	32.520854	false	1880	10	false	missing	protect_common_frequency_candidate
1243	火星	true	1394	36.585961	false	1881	10	false	missing	protect_common_frequency_candidate
1244	仙人掌	true	1259	41.302687	false	1882	10	false	missing	protect_common_frequency_candidate
1245	以往	false				1883	10	false	missing	low_priority_review
1246	凹	true	1020	59.758572	true	1884	10	false	missing	protect_common_frequency_candidate
1247	出席	false				1885	10	false	missing	low_priority_review
1248	加返	false				1887	10	true	manual_review	low_priority_review
1249	可憐	true	1779	24.390640	false	1888	10	false	missing	protect_common_frequency_candidate
1250	失	false				1889	10	false	missing	low_priority_review
1251	民主	false				1890	10	false	missing	low_priority_review
1252	民建聯	false				1891	10	false	missing	low_priority_review
1253	生物	false				1892	10	false	missing	low_priority_review
1254	由個	false				1893	10	true	manual_review	low_priority_review
1255	全名	false				1894	10	true	manual_review	low_priority_review
1256	合	false				1895	10	false	missing	low_priority_review
1257	合法	false				1896	10	false	missing	low_priority_review
1258	吋	false				1897	10	false	missing	low_priority_review
1259	同時	true	1870	23.618721	true	1898	10	false	handled_structurally	protect_common_frequency_candidate
1260	同樣	true	1566	30.651205	true	1899	10	false	handled_structurally	protect_common_frequency_candidate
1261	地球	true	1287	40.651067	false	1900	10	false	missing	protect_common_frequency_candidate
1262	好人	true	1365	36.585961	false	1901	10	false	handled_structurally	protect_common_frequency_candidate
1263	安全	true	1370	36.585961	false	1904	10	false	missing	protect_common_frequency_candidate
1264	年青	false				1905	10	false	missing	low_priority_review
1265	年齡	true	1487	32.520854	false	1906	10	false	missing	protect_common_frequency_candidate
1266	式	true	1800	24.390640	false	1907	10	false	missing	protect_common_frequency_candidate
1267	曲	false				1909	10	false	missing	low_priority_review
1268	有份	false				1910	10	true	manual_review	low_priority_review
1269	有位	false				1911	10	true	manual_review	low_priority_review
1270	老公	true	965	65.041708	false	1912	10	false	missing	protect_common_frequency_candidate
1271	考到	false				1913	10	false	missing	low_priority_review
1272	行返	false				1914	10	true	manual_review	low_priority_review
1273	行路	false				1915	10	false	handled_structurally	atomic_retirement_candidate
1274	你明	false				1916	10	true	manual_review	low_priority_review
1275	你識	false				1917	10	true	manual_review	low_priority_review
1276	判斷	false				1918	10	false	missing	low_priority_review
1277	別人	false				1919	10	false	missing	low_priority_review
1278	完整	true	1427	36.139851	false	1920	10	false	handled_structurally	protect_common_frequency_candidate
1279	我明	false				1921	10	true	manual_review	low_priority_review
1280	使錢	false				1922	10	false	handled_structurally	atomic_retirement_candidate
1281	依然	false				1923	10	false	missing	low_priority_review
1282	兔仔	false				1924	10	true	manual_review	low_priority_review
1283	兩位	false				1925	10	true	manual_review	low_priority_review
1284	呢邊	false				1926	10	true	manual_review	low_priority_review
1285	味	true	1152	48.781281	false	1927	10	false	missing	protect_common_frequency_candidate
1286	和	false				1928	10	false	missing	low_priority_review
1287	姊妹	true	1624	28.455747	false	1929	10	false	missing	protect_common_frequency_candidate
1288	定下	false				1930	10	false	handled_structurally	atomic_retirement_candidate
1289	板	true	1336	38.009499	true	1931	10	false	missing	protect_common_frequency_candidate
1290	返番	false				1932	10	true	manual_review	low_priority_review
1291	侮辱	false				1933	10	false	missing	low_priority_review
1292	保護	false				1934	10	false	missing	low_priority_review
1293	指示	true	1324	40.204958	true	1936	10	false	missing	protect_common_frequency_candidate
1294	故	false				1937	10	false	missing	low_priority_review
1295	洲	false				1939	10	false	missing	low_priority_review
1296	界定	false				1940	10	false	missing	low_priority_review
1297	紅籌	true	1310	40.651067	false	1941	10	false	missing	protect_common_frequency_candidate
1298	耶穌	true	1228	44.716174	false	1942	10	false	missing	protect_common_frequency_candidate
1299	背後	false				1943	10	false	missing	low_priority_review
1300	要畫	false				1944	10	true	manual_review	low_priority_review
1301	飛碟	true	1321	40.651067	false	1945	10	false	handled_structurally	protect_common_frequency_candidate
1302	個案	false				1946	10	false	missing	low_priority_review
1303	原	false				1947	10	false	missing	low_priority_review
1304	哩件	false				1948	10	true	manual_review	low_priority_review
1305	唔知幾	false				1949	10	true	manual_review	low_priority_review
1306	孭	true	1794	24.390640	false	1950	10	true	manual_review	protect_common_frequency_candidate
1307	旅遊	true	1499	32.520854	false	1951	10	false	missing	protect_common_frequency_candidate
1308	特色	true	1303	40.651067	false	1952	10	false	missing	protect_common_frequency_candidate
1309	特殊	false				1953	10	false	missing	low_priority_review
1310	狹窄	false				1954	10	false	missing	low_priority_review
1311	退	false				1955	10	false	missing	low_priority_review
1312	針對	false				1956	10	false	missing	low_priority_review
1313	偈	true	1282	40.651067	false	1957	10	false	missing	protect_common_frequency_candidate
1314	兜個	false				1958	10	true	manual_review	low_priority_review
1315	副	true	1771	24.390640	false	1959	10	false	missing	protect_common_frequency_candidate
1316	唯有	false				1960	10	true	manual_review	low_priority_review
1317	專業	true	1627	28.455747	false	1961	10	false	missing	protect_common_frequency_candidate
1318	得滯	true	1490	32.520854	false	1962	10	true	manual_review	protect_common_frequency_candidate
1319	梳打	false				1963	10	true	manual_review	low_priority_review
1320	淨	false				1964	10	false	missing	low_priority_review
1321	清晰	true	1147	49.432900	true	1965	10	false	missing	protect_common_frequency_candidate
1322	現實	false				1966	10	false	missing	low_priority_review
1323	船	true	1518	32.520854	false	1967	10	false	missing	protect_common_frequency_candidate
1324	規定	false				1968	10	false	missing	low_priority_review
1325	貨櫃	true	1318	40.651067	false	1969	10	false	missing	protect_common_frequency_candidate
1326	責任	false				1970	10	false	missing	low_priority_review
1327	連埋	false				1971	10	true	manual_review	low_priority_review
1328	陰	true	1898	21.423263	true	1972	10	false	missing	protect_common_frequency_candidate
1329	單位	true	1782	24.390640	false	1973	10	false	handled_structurally	protect_common_frequency_candidate
1330	期間	false				1975	10	false	missing	low_priority_review
1331	無謂	true	1507	32.520854	false	1976	10	false	missing	protect_common_frequency_candidate
1332	發達	true	1658	28.455747	false	1977	10	false	missing	protect_common_frequency_candidate
1333	硬係	true	1306	40.651067	false	1978	10	true	manual_review	protect_common_frequency_candidate
1334	量	false				1979	10	false	missing	low_priority_review
1335	開會	true	1530	32.520854	false	1980	10	false	handled_structurally	protect_common_frequency_candidate
1336	傳	true	1765	24.390640	false	1981	10	false	missing	protect_common_frequency_candidate
1337	傳媒	true	1766	24.390640	false	1982	10	false	missing	protect_common_frequency_candidate
1338	傾計	false				1983	10	true	manual_review	low_priority_review
1339	會有	false				1984	10	true	manual_review	low_priority_review
1340	煩	true	851	77.562838	true	1985	10	false	missing	protect_common_frequency_candidate
1341	猷	false				1986	10	false	missing	low_priority_review
1342	圖標	true	684	108.419553	false	1988	10	false	missing	protect_common_frequency_candidate
1343	實際	false				1989	10	false	missing	low_priority_review
1344	監察	false				1990	10	false	missing	low_priority_review
1345	端	false				1991	10	false	missing	low_priority_review
1346	網球	false				1992	10	false	missing	low_priority_review
1347	齊	true	880	74.269651	true	1993	10	false	missing	protect_common_frequency_candidate
1348	嘴	true	1698	26.586099	true	1995	10	false	missing	protect_common_frequency_candidate
1349	撈	true	1449	34.716312	true	1996	10	false	missing	protect_common_frequency_candidate
1350	數學	true	1195	45.041984	true	1997	10	false	missing	protect_common_frequency_candidate
1351	擁有	false				1998	10	false	missing	low_priority_review
1352	輸	true	1410	36.585961	false	1999	10	false	missing	protect_common_frequency_candidate
1353	隨時	false				2000	10	false	missing	low_priority_review
